track_name,track_artist,track_album_id,track_album_release_date,track_id,track_album_id,playlist_name,playlist_genre,playlist_subgenre,playlist_id,track_popularity,energy,tempo,danceability,loudness,liveness,valence,speechiness,instrumentalness,mode,key,duration_ms,acousticness,time_signature,track_href,uri,analysis_url,id
Hiding,"Ben Böhmer, Lykke Li",0bmziZNLLEcA5Av2v3DgHx,09/07/2024,3kFnwZHnMMNeO2YpOZyZVw,0bmziZNLLEcA5Av2v3DgHx,Deep House Relax,electronic,deep house,37i9dQZF1DX2TRYkJECvfC,56,0.927,133.978,0.447,-6.189,0.121,0.383,0.0311,0.557,1,6,222092,0.0559,4,https://api.spotify.com/v1/tracks/3kFnwZHnMMNeO2YpOZyZVw,spotify:track:3kFnwZHnMMNeO2YpOZyZVw,https://api.spotify.com/v1/audio-analysis/3kFnwZHnMMNeO2YpOZyZVw,3kFnwZHnMMNeO2YpOZyZVw
Felt (feat. Henry Green),"Christian Löffler, Henry Green",4NFeATnC0BhLtvXInTdO9R,26/04/2024,6aZdYHEp6dkDOczK60y41d,4NFeATnC0BhLtvXInTdO9R,Deep House Relax,electronic,deep house,37i9dQZF1DX2TRYkJECvfC,54,0.889,123.029,0.559,-9.952,0.232,0.0474,0.0361,0.631,0,4,199160,0.169,4,https://api.spotify.com/v1/tracks/6aZdYHEp6dkDOczK60y41d,spotify:track:6aZdYHEp6dkDOczK60y41d,https://api.spotify.com/v1/audio-analysis/6aZdYHEp6dkDOczK60y41d,6aZdYHEp6dkDOczK60y41d
Other Side,"AVAION, BUNT.",1x58rOMA6gcxJdrgzbGVTo,01/12/2023,74qKLdiiTnXNqh2Co21RlJ,1x58rOMA6gcxJdrgzbGVTo,Deep House Relax,electronic,deep house,37i9dQZF1DX2TRYkJECvfC,55,0.44,129.985,0.821,-10.612,0.101,0.179,0.0569,0.0552,1,2,206885,0.291,4,https://api.spotify.com/v1/tracks/74qKLdiiTnXNqh2Co21RlJ,spotify:track:74qKLdiiTnXNqh2Co21RlJ,https://api.spotify.com/v1/audio-analysis/74qKLdiiTnXNqh2Co21RlJ,74qKLdiiTnXNqh2Co21RlJ
I Kinda Like It,Lofive,4Fl0fWnj9sqmEI8mN3dIOu,17/10/2023,5Z4zrfHfykFUhSqNnt2Ubd,4Fl0fWnj9sqmEI8mN3dIOu,Deep House Relax,electronic,deep house,37i9dQZF1DX2TRYkJECvfC,48,0.545,120.052,0.829,-9.541,0.103,0.539,0.0384,0.808,1,0,147625,0.0757,4,https://api.spotify.com/v1/tracks/5Z4zrfHfykFUhSqNnt2Ubd,spotify:track:5Z4zrfHfykFUhSqNnt2Ubd,https://api.spotify.com/v1/audio-analysis/5Z4zrfHfykFUhSqNnt2Ubd,5Z4zrfHfykFUhSqNnt2Ubd
Spring Embers,Nora En Pure,13GMW4eLsmDiDr0BJihOxU,14/04/2023,2slr1WHisMcjKMEz0RJ8u2,13GMW4eLsmDiDr0BJihOxU,Deep House Relax,electronic,deep house,37i9dQZF1DX2TRYkJECvfC,53,0.762,122.005,0.734,-7.013,0.12,0.251,0.0391,0.952,0,9,212459,0.0261,4,https://api.spotify.com/v1/tracks/2slr1WHisMcjKMEz0RJ8u2,spotify:track:2slr1WHisMcjKMEz0RJ8u2,https://api.spotify.com/v1/audio-analysis/2slr1WHisMcjKMEz0RJ8u2,2slr1WHisMcjKMEz0RJ8u2
Sun Will Rise - Edit,"Marten Lou, Sasson (FR)",1wT7Bb0gvp6xEjsPLp6wpT,28/07/2023,0vS9fkI3eI1JYjR1JuffHE,1wT7Bb0gvp6xEjsPLp6wpT,Deep House Relax,electronic,deep house,37i9dQZF1DX2TRYkJECvfC,53,0.898,123.031,0.661,-3.562,0.0555,0.325,0.0452,0.314,0,4,222439,0.00167,4,https://api.spotify.com/v1/tracks/0vS9fkI3eI1JYjR1JuffHE,spotify:track:0vS9fkI3eI1JYjR1JuffHE,https://api.spotify.com/v1/audio-analysis/0vS9fkI3eI1JYjR1JuffHE,0vS9fkI3eI1JYjR1JuffHE
Calm,"Midnight Pass, Ruffnux",78IwPOkrLSxRINhZS6iSKg,12/07/2024,254ovkt2YPJeMAHdvuz5oe,78IwPOkrLSxRINhZS6iSKg,Deep House Relax,electronic,deep house,37i9dQZF1DX2TRYkJECvfC,50,0.79,123.003,0.608,-9.68,0.127,0.054,0.0361,0.756,1,2,198049,0.581,4,https://api.spotify.com/v1/tracks/254ovkt2YPJeMAHdvuz5oe,spotify:track:254ovkt2YPJeMAHdvuz5oe,https://api.spotify.com/v1/audio-analysis/254ovkt2YPJeMAHdvuz5oe,254ovkt2YPJeMAHdvuz5oe
Where I Find My Mind,Eli & Fur,0sJ4br8FWqrOwoGcxTwJOM,10/03/2023,1RuXenlriyybOv1ra0zeSQ,0sJ4br8FWqrOwoGcxTwJOM,Deep House Relax,electronic,deep house,37i9dQZF1DX2TRYkJECvfC,49,0.571,114.991,0.725,-9.183,0.208,0.285,0.0356,0.759,1,7,212500,0.106,4,https://api.spotify.com/v1/tracks/1RuXenlriyybOv1ra0zeSQ,spotify:track:1RuXenlriyybOv1ra0zeSQ,https://api.spotify.com/v1/audio-analysis/1RuXenlriyybOv1ra0zeSQ,1RuXenlriyybOv1ra0zeSQ
Not Giving You Up,Rules,5V3TvHdleNDEhSIC4g7IFM,15/03/2024,5s7KszYX1mfvpKA7XCMvfw,5V3TvHdleNDEhSIC4g7IFM,Deep House Relax,electronic,deep house,37i9dQZF1DX2TRYkJECvfC,57,0.646,123.806,0.654,-7.197,0.137,0.689,0.178,0.234,1,0,172939,0.368,4,https://api.spotify.com/v1/tracks/5s7KszYX1mfvpKA7XCMvfw,spotify:track:5s7KszYX1mfvpKA7XCMvfw,https://api.spotify.com/v1/audio-analysis/5s7KszYX1mfvpKA7XCMvfw,5s7KszYX1mfvpKA7XCMvfw
Fade,"Alex Lustig, Sølv",29CnJBF1VbNG79dvyguEzj,06/01/2023,1bNo2ybJL8rmZzOdd6T3sG,29CnJBF1VbNG79dvyguEzj,Deep House Relax,electronic,deep house,37i9dQZF1DX2TRYkJECvfC,49,0.338,120.997,0.674,-18.251,0.111,0.333,0.0553,0.717,0,7,198347,0.679,4,https://api.spotify.com/v1/tracks/1bNo2ybJL8rmZzOdd6T3sG,spotify:track:1bNo2ybJL8rmZzOdd6T3sG,https://api.spotify.com/v1/audio-analysis/1bNo2ybJL8rmZzOdd6T3sG,1bNo2ybJL8rmZzOdd6T3sG
Broken,AVAION,4ZBR5lkFXiVqI1oCehQZVO,17/02/2023,68Pr1RFCmybF7eK7m99a1n,4ZBR5lkFXiVqI1oCehQZVO,Deep House Relax,electronic,deep house,37i9dQZF1DX2TRYkJECvfC,49,0.498,120.056,0.65,-8.835,0.201,0.108,0.0596,0.0144,1,8,198452,0.572,4,https://api.spotify.com/v1/tracks/68Pr1RFCmybF7eK7m99a1n,spotify:track:68Pr1RFCmybF7eK7m99a1n,https://api.spotify.com/v1/audio-analysis/68Pr1RFCmybF7eK7m99a1n,68Pr1RFCmybF7eK7m99a1n
Childish,Lane 8,2tj4SjIgpp92mAT2wtiDoZ,27/09/2024,2BMhaksbPZEVPUx4U98WgK,2tj4SjIgpp92mAT2wtiDoZ,Deep House Relax,electronic,deep house,37i9dQZF1DX2TRYkJECvfC,49,0.729,124.011,0.555,-9.798,0.117,0.157,0.0335,0.867,1,10,290323,0.151,4,https://api.spotify.com/v1/tracks/2BMhaksbPZEVPUx4U98WgK,spotify:track:2BMhaksbPZEVPUx4U98WgK,https://api.spotify.com/v1/audio-analysis/2BMhaksbPZEVPUx4U98WgK,2BMhaksbPZEVPUx4U98WgK
I Never Really Cared,Stoto,1GC0SjdlXjnx0NyhHV0Ug8,12/06/2020,05GiEzky4rkUc2aS95qaUr,1GC0SjdlXjnx0NyhHV0Ug8,Deep House Relax,electronic,deep house,37i9dQZF1DX2TRYkJECvfC,48,0.342,125.014,0.789,-15.726,0.104,0.036,0.0394,0.895,0,6,261120,0.704,4,https://api.spotify.com/v1/tracks/05GiEzky4rkUc2aS95qaUr,spotify:track:05GiEzky4rkUc2aS95qaUr,https://api.spotify.com/v1/audio-analysis/05GiEzky4rkUc2aS95qaUr,05GiEzky4rkUc2aS95qaUr
Lost,"Le Youth, Jerro, Lizzy Land",5vC7gyO1QMBpkkqkTr6aGu,19/01/2023,4HWadIQagwXOjf14aUD6qg,5vC7gyO1QMBpkkqkTr6aGu,Deep House Relax,electronic,deep house,37i9dQZF1DX2TRYkJECvfC,47,0.75,120.971,0.565,-9.046,0.0847,0.142,0.0359,0.395,1,2,287812,0.134,4,https://api.spotify.com/v1/tracks/4HWadIQagwXOjf14aUD6qg,spotify:track:4HWadIQagwXOjf14aUD6qg,https://api.spotify.com/v1/audio-analysis/4HWadIQagwXOjf14aUD6qg,4HWadIQagwXOjf14aUD6qg
No Stress in Cres,Sound Nomaden,4R3hOElsUNXGykwoXwdsef,22/09/2023,0gRVYjk3IFVQBUtfdoLc5W,4R3hOElsUNXGykwoXwdsef,Deep House Relax,electronic,deep house,37i9dQZF1DX2TRYkJECvfC,47,0.564,120.021,0.772,-11.577,0.0897,0.308,0.0388,0.884,1,7,291306,0.584,4,https://api.spotify.com/v1/tracks/0gRVYjk3IFVQBUtfdoLc5W,spotify:track:0gRVYjk3IFVQBUtfdoLc5W,https://api.spotify.com/v1/audio-analysis/0gRVYjk3IFVQBUtfdoLc5W,0gRVYjk3IFVQBUtfdoLc5W
Erase,"Ben Böhmer, lau.ra",76ISW6PFWVDcSJsHO7jBbk,25/08/2021,1BbXlbs8pWeYI2yGpGhuzA,76ISW6PFWVDcSJsHO7jBbk,Deep House Relax,electronic,deep house,37i9dQZF1DX2TRYkJECvfC,47,0.542,123.846,0.279,-11.962,0.0888,0.163,0.0494,0.601,1,1,253240,0.47,4,https://api.spotify.com/v1/tracks/1BbXlbs8pWeYI2yGpGhuzA,spotify:track:1BbXlbs8pWeYI2yGpGhuzA,https://api.spotify.com/v1/audio-analysis/1BbXlbs8pWeYI2yGpGhuzA,1BbXlbs8pWeYI2yGpGhuzA
searchingforthelights,Tonic Walter,0PHUdMruU2l6acvyz0RvXD,11/10/2024,1Uzc6TAWKBBbp60GDJE1LR,0PHUdMruU2l6acvyz0RvXD,Deep House Relax,electronic,deep house,37i9dQZF1DX2TRYkJECvfC,47,0.458,122.027,0.65,-13.202,0.0958,0.442,0.0395,0.957,0,3,192295,0.801,4,https://api.spotify.com/v1/tracks/1Uzc6TAWKBBbp60GDJE1LR,spotify:track:1Uzc6TAWKBBbp60GDJE1LR,https://api.spotify.com/v1/audio-analysis/1Uzc6TAWKBBbp60GDJE1LR,1Uzc6TAWKBBbp60GDJE1LR
These Things Will Come To Be,DJ Seinfeld,7FvnTARvgjUyWnUT0flUN7,03/09/2021,27cgqh0VRhVeM61ugTnorD,7FvnTARvgjUyWnUT0flUN7,Deep House Relax,electronic,deep house,37i9dQZF1DX2TRYkJECvfC,53,0.74,125.998,0.674,-9.138,0.319,0.166,0.0504,0.818,1,4,296360,0.515,4,https://api.spotify.com/v1/tracks/27cgqh0VRhVeM61ugTnorD,spotify:track:27cgqh0VRhVeM61ugTnorD,https://api.spotify.com/v1/audio-analysis/27cgqh0VRhVeM61ugTnorD,27cgqh0VRhVeM61ugTnorD
Do No More,Nora En Pure,7lYVmgsxzp11ONTb9OynO0,28/07/2023,21YVPtVHmvpodDiy7GyhUU,7lYVmgsxzp11ONTb9OynO0,Deep House Relax,electronic,deep house,37i9dQZF1DX2TRYkJECvfC,47,0.837,120.021,0.625,-6.202,0.193,0.152,0.0931,0.914,1,11,162500,0.277,4,https://api.spotify.com/v1/tracks/21YVPtVHmvpodDiy7GyhUU,spotify:track:21YVPtVHmvpodDiy7GyhUU,https://api.spotify.com/v1/audio-analysis/21YVPtVHmvpodDiy7GyhUU,21YVPtVHmvpodDiy7GyhUU
Lençóis (Love Me) - Notre Dame Remix,"RY X, Notre Dame",1PcJTDyhWQ0zIvl5gbFPfZ,31/08/2023,5eqCFsvNDpNqlRnaq7yYLw,1PcJTDyhWQ0zIvl5gbFPfZ,Deep House Relax,electronic,deep house,37i9dQZF1DX2TRYkJECvfC,47,0.575,122.022,0.578,-11.284,0.0624,0.0394,0.0294,0.552,0,2,304928,0.000457,4,https://api.spotify.com/v1/tracks/5eqCFsvNDpNqlRnaq7yYLw,spotify:track:5eqCFsvNDpNqlRnaq7yYLw,https://api.spotify.com/v1/audio-analysis/5eqCFsvNDpNqlRnaq7yYLw,5eqCFsvNDpNqlRnaq7yYLw
There For You,Y.V.E. 48,62H7U1XbShQDiRaGtGWlBo,11/02/2022,2m8dDOhC8fIaCFQ53c1l5z,62H7U1XbShQDiRaGtGWlBo,Deep House Relax,electronic,deep house,37i9dQZF1DX2TRYkJECvfC,47,0.422,111.967,0.7,-14.276,0.12,0.193,0.0356,0.424,0,8,165500,0.523,4,https://api.spotify.com/v1/tracks/2m8dDOhC8fIaCFQ53c1l5z,spotify:track:2m8dDOhC8fIaCFQ53c1l5z,https://api.spotify.com/v1/audio-analysis/2m8dDOhC8fIaCFQ53c1l5z,2m8dDOhC8fIaCFQ53c1l5z
Save Me,"Kaskade, Lauren L'aimant",1QqhWCY0SdPjJiB6szbXPt,13/10/2023,6ihglXSp2FFA9RjhiExxJR,1QqhWCY0SdPjJiB6szbXPt,Deep House Relax,electronic,deep house,37i9dQZF1DX2TRYkJECvfC,46,0.946,120,0.665,-5.215,0.198,0.133,0.0373,0.648,0,1,216500,0.00186,4,https://api.spotify.com/v1/tracks/6ihglXSp2FFA9RjhiExxJR,spotify:track:6ihglXSp2FFA9RjhiExxJR,https://api.spotify.com/v1/audio-analysis/6ihglXSp2FFA9RjhiExxJR,6ihglXSp2FFA9RjhiExxJR
In My Head,Trilucid,7I1VmJNtSnoM82exSSoAxX,15/12/2023,1KCqxAWsSoXC9abnWLiYqH,7I1VmJNtSnoM82exSSoAxX,Deep House Relax,electronic,deep house,37i9dQZF1DX2TRYkJECvfC,46,0.725,124.027,0.567,-10.29,0.406,0.495,0.0342,0.891,0,7,190161,0.144,4,https://api.spotify.com/v1/tracks/1KCqxAWsSoXC9abnWLiYqH,spotify:track:1KCqxAWsSoXC9abnWLiYqH,https://api.spotify.com/v1/audio-analysis/1KCqxAWsSoXC9abnWLiYqH,1KCqxAWsSoXC9abnWLiYqH
All Night Long,Marsh,6dhfq40XcSorQ05h7RC7Ts,20/01/2023,5YQQ9zU5mxgQcKDC3YSHnd,6dhfq40XcSorQ05h7RC7Ts,Deep House Relax,electronic,deep house,37i9dQZF1DX2TRYkJECvfC,46,0.908,124.992,0.637,-8.035,0.0864,0.103,0.0365,0.952,1,5,238181,0.0472,5,https://api.spotify.com/v1/tracks/5YQQ9zU5mxgQcKDC3YSHnd,spotify:track:5YQQ9zU5mxgQcKDC3YSHnd,https://api.spotify.com/v1/audio-analysis/5YQQ9zU5mxgQcKDC3YSHnd,5YQQ9zU5mxgQcKDC3YSHnd
Verden,"MEUTE, pølaroit",3E7tB63oCaFKzaxJSlrLD2,14/06/2023,0an9zVn661Xhu94USWLmIj,3E7tB63oCaFKzaxJSlrLD2,Deep House Relax,electronic,deep house,37i9dQZF1DX2TRYkJECvfC,46,0.584,119.007,0.734,-10.721,0.0802,0.04,0.0357,0.852,0,6,344893,0.124,4,https://api.spotify.com/v1/tracks/0an9zVn661Xhu94USWLmIj,spotify:track:0an9zVn661Xhu94USWLmIj,https://api.spotify.com/v1/audio-analysis/0an9zVn661Xhu94USWLmIj,0an9zVn661Xhu94USWLmIj
Sherwood Forest,Nora En Pure,0yhqyTd1ulAT8kADrHfRiu,30/06/2023,4PweJp1SbwGcCtUWGUKHbw,0yhqyTd1ulAT8kADrHfRiu,Deep House Relax,electronic,deep house,37i9dQZF1DX2TRYkJECvfC,46,0.909,122.002,0.623,-7.929,0.22,0.0581,0.0342,0.96,1,10,175082,0.0396,4,https://api.spotify.com/v1/tracks/4PweJp1SbwGcCtUWGUKHbw,spotify:track:4PweJp1SbwGcCtUWGUKHbw,https://api.spotify.com/v1/audio-analysis/4PweJp1SbwGcCtUWGUKHbw,4PweJp1SbwGcCtUWGUKHbw
Falling Apart,Catching Flies,2WOEuoplEe5oGQlz6jNlji,02/08/2024,6OLWbvjMrcnjee9YyD6qnA,2WOEuoplEe5oGQlz6jNlji,Deep House Relax,electronic,deep house,37i9dQZF1DX2TRYkJECvfC,45,0.739,123.032,0.661,-10.153,0.17,0.251,0.0341,0.69,0,5,208781,0.0148,4,https://api.spotify.com/v1/tracks/6OLWbvjMrcnjee9YyD6qnA,spotify:track:6OLWbvjMrcnjee9YyD6qnA,https://api.spotify.com/v1/audio-analysis/6OLWbvjMrcnjee9YyD6qnA,6OLWbvjMrcnjee9YyD6qnA
I Can Make It,CRi,3pbmaOn4zqdizRfvYKPoat,14/07/2023,5ciL7TMQsSDLIkrGXuRYbY,3pbmaOn4zqdizRfvYKPoat,Deep House Relax,electronic,deep house,37i9dQZF1DX2TRYkJECvfC,45,0.579,128.03,0.754,-7.497,0.0823,0.31,0.0309,0.595,1,9,249012,0.00689,4,https://api.spotify.com/v1/tracks/5ciL7TMQsSDLIkrGXuRYbY,spotify:track:5ciL7TMQsSDLIkrGXuRYbY,https://api.spotify.com/v1/audio-analysis/5ciL7TMQsSDLIkrGXuRYbY,5ciL7TMQsSDLIkrGXuRYbY
Ascension,"Marsh, Volen Sentir",6mhiuF8VWrCnXFyX8UpPVS,25/10/2024,6Gi53jMV1JLVFYOS2iywxA,6mhiuF8VWrCnXFyX8UpPVS,Deep House Relax,electronic,deep house,37i9dQZF1DX2TRYkJECvfC,46,0.901,122.995,0.68,-6.818,0.338,0.0598,0.0339,0.908,0,10,244518,0.000487,4,https://api.spotify.com/v1/tracks/6Gi53jMV1JLVFYOS2iywxA,spotify:track:6Gi53jMV1JLVFYOS2iywxA,https://api.spotify.com/v1/audio-analysis/6Gi53jMV1JLVFYOS2iywxA,6Gi53jMV1JLVFYOS2iywxA
New Fires,"Christian Löffler, Henry Green",20brpiEt6JIbhmmHqF7Fjj,30/09/2022,6I7nESv5d9zf9DcEA9I25u,20brpiEt6JIbhmmHqF7Fjj,Deep House Relax,electronic,deep house,37i9dQZF1DX2TRYkJECvfC,45,0.569,116.016,0.712,-10.819,0.0794,0.241,0.0348,0.492,0,6,251591,0.346,4,https://api.spotify.com/v1/tracks/6I7nESv5d9zf9DcEA9I25u,spotify:track:6I7nESv5d9zf9DcEA9I25u,https://api.spotify.com/v1/audio-analysis/6I7nESv5d9zf9DcEA9I25u,6I7nESv5d9zf9DcEA9I25u
Mimose,Parra for Cuva,4Ng9Nfr1cVIftnjfuzDUG2,26/01/2024,5aYZ8EM8Do3PpgUqArgiQ8,4Ng9Nfr1cVIftnjfuzDUG2,Deep House Relax,electronic,deep house,37i9dQZF1DX2TRYkJECvfC,45,0.452,114.994,0.667,-12.089,0.0847,0.0425,0.0322,0.888,0,2,254749,0.239,4,https://api.spotify.com/v1/tracks/5aYZ8EM8Do3PpgUqArgiQ8,spotify:track:5aYZ8EM8Do3PpgUqArgiQ8,https://api.spotify.com/v1/audio-analysis/5aYZ8EM8Do3PpgUqArgiQ8,5aYZ8EM8Do3PpgUqArgiQ8
Hiding - HÜMAN Remix,"AVAION, HÜMAN",1xebNg9O1JfE5Yt2lpvVCA,18/08/2023,2tSXZeA9MZ4QaQcxZQwdyX,1xebNg9O1JfE5Yt2lpvVCA,Deep House Relax,electronic,deep house,37i9dQZF1DX2TRYkJECvfC,45,0.748,126.082,0.561,-7.368,0.106,0.0393,0.0437,0.0255,1,2,207738,0.0898,4,https://api.spotify.com/v1/tracks/2tSXZeA9MZ4QaQcxZQwdyX,spotify:track:2tSXZeA9MZ4QaQcxZQwdyX,https://api.spotify.com/v1/audio-analysis/2tSXZeA9MZ4QaQcxZQwdyX,2tSXZeA9MZ4QaQcxZQwdyX
Love Will Save Me - CamelPhat Remix,"WhoMadeWho, CamelPhat, RY X",0coGG0WBfWOJMqIViNM7nQ,22/03/2024,5KDKk7wE5VB4bXELIPO6Yn,0coGG0WBfWOJMqIViNM7nQ,Deep House Relax,electronic,deep house,37i9dQZF1DX2TRYkJECvfC,45,0.723,121.002,0.604,-7.676,0.36,0.0706,0.0279,0.17,0,5,231074,0.017,4,https://api.spotify.com/v1/tracks/5KDKk7wE5VB4bXELIPO6Yn,spotify:track:5KDKk7wE5VB4bXELIPO6Yn,https://api.spotify.com/v1/audio-analysis/5KDKk7wE5VB4bXELIPO6Yn,5KDKk7wE5VB4bXELIPO6Yn
Indulgence,Nora En Pure,4gPXfd2Aipvdgk1W5Musou,10/03/2023,038yuRmrY7Vk8d6c3PDs7Q,4gPXfd2Aipvdgk1W5Musou,Deep House Relax,electronic,deep house,37i9dQZF1DX2TRYkJECvfC,46,0.902,121.986,0.648,-6.882,0.2,0.11,0.0673,0.956,0,5,269508,0.115,4,https://api.spotify.com/v1/tracks/038yuRmrY7Vk8d6c3PDs7Q,spotify:track:038yuRmrY7Vk8d6c3PDs7Q,https://api.spotify.com/v1/audio-analysis/038yuRmrY7Vk8d6c3PDs7Q,038yuRmrY7Vk8d6c3PDs7Q
Like I Used To,"Steven Weston, Låpsley",4JJduz9iTc6n8ntRPAhOUy,31/03/2022,2L9M3x9RTHoJ313ajYr0dg,4JJduz9iTc6n8ntRPAhOUy,Deep House Relax,electronic,deep house,37i9dQZF1DX2TRYkJECvfC,45,0.68,119.967,0.699,-8.177,0.106,0.13,0.0317,0.129,1,0,296000,0.00801,4,https://api.spotify.com/v1/tracks/2L9M3x9RTHoJ313ajYr0dg,spotify:track:2L9M3x9RTHoJ313ajYr0dg,https://api.spotify.com/v1/audio-analysis/2L9M3x9RTHoJ313ajYr0dg,2L9M3x9RTHoJ313ajYr0dg
Keep Going,Stephan Jolk,6QehqXj90f0dAm6IqMPtRo,03/02/2023,0JDSAbpZjlSMP2fpFjtiuN,6QehqXj90f0dAm6IqMPtRo,Deep House Relax,electronic,deep house,37i9dQZF1DX2TRYkJECvfC,45,0.807,124.004,0.778,-10.79,0.238,0.0384,0.0671,0.703,1,1,224516,0.0816,4,https://api.spotify.com/v1/tracks/0JDSAbpZjlSMP2fpFjtiuN,spotify:track:0JDSAbpZjlSMP2fpFjtiuN,https://api.spotify.com/v1/audio-analysis/0JDSAbpZjlSMP2fpFjtiuN,0JDSAbpZjlSMP2fpFjtiuN
Waves (feat. Grace Tither),"BLOND:ISH, Grace Tither",2IYPZalD9Rc91KERQfYIaf,19/03/2021,6ymVxYG0UHqIjXmclbE1cu,2IYPZalD9Rc91KERQfYIaf,Deep House Relax,electronic,deep house,37i9dQZF1DX2TRYkJECvfC,45,0.763,121.008,0.631,-9.774,0.0875,0.715,0.0352,0.299,0,9,202501,0.0824,4,https://api.spotify.com/v1/tracks/6ymVxYG0UHqIjXmclbE1cu,spotify:track:6ymVxYG0UHqIjXmclbE1cu,https://api.spotify.com/v1/audio-analysis/6ymVxYG0UHqIjXmclbE1cu,6ymVxYG0UHqIjXmclbE1cu
Have U,Caius,4WblkRJ8yUZ7OAG2Klyb9h,17/11/2023,39x2AFARnc2ovMRtxw272B,4WblkRJ8yUZ7OAG2Klyb9h,Deep House Relax,electronic,deep house,37i9dQZF1DX2TRYkJECvfC,45,0.781,135.093,0.678,-10.792,0.703,0.233,0.148,0.796,1,6,161614,0.462,4,https://api.spotify.com/v1/tracks/39x2AFARnc2ovMRtxw272B,spotify:track:39x2AFARnc2ovMRtxw272B,https://api.spotify.com/v1/audio-analysis/39x2AFARnc2ovMRtxw272B,39x2AFARnc2ovMRtxw272B
Lonely,"Nils Hoffmann, Rae Morris",3o2K9k9I6qN5U8VAD8vfVp,30/06/2023,1FTrDODUS6bWx3eSCWu1Ym,3o2K9k9I6qN5U8VAD8vfVp,Deep House Relax,electronic,deep house,37i9dQZF1DX2TRYkJECvfC,45,0.815,124.975,0.576,-7.088,0.0911,0.039,0.0334,0.00661,0,4,250921,0.00966,4,https://api.spotify.com/v1/tracks/1FTrDODUS6bWx3eSCWu1Ym,spotify:track:1FTrDODUS6bWx3eSCWu1Ym,https://api.spotify.com/v1/audio-analysis/1FTrDODUS6bWx3eSCWu1Ym,1FTrDODUS6bWx3eSCWu1Ym
Sunrise Song,Luttrell,6CAvmCLOQq9WxSxhsc5Ewk,23/06/2023,30D2wqU8iuzaD653y938ip,6CAvmCLOQq9WxSxhsc5Ewk,Deep House Relax,electronic,deep house,37i9dQZF1DX2TRYkJECvfC,44,0.732,122.018,0.774,-11.04,0.185,0.328,0.0346,0.963,1,1,227213,0.00197,4,https://api.spotify.com/v1/tracks/30D2wqU8iuzaD653y938ip,spotify:track:30D2wqU8iuzaD653y938ip,https://api.spotify.com/v1/audio-analysis/30D2wqU8iuzaD653y938ip,30D2wqU8iuzaD653y938ip
Oceanside Girl,Holo,0neG0MxqKJPNFGOajtr0Lv,22/04/2022,5wILnj9sHZqmi0IKNQrgil,0neG0MxqKJPNFGOajtr0Lv,Deep House Relax,electronic,deep house,37i9dQZF1DX2TRYkJECvfC,44,0.805,117.981,0.555,-7.574,0.113,0.498,0.0316,0.744,1,3,319552,0.00114,4,https://api.spotify.com/v1/tracks/5wILnj9sHZqmi0IKNQrgil,spotify:track:5wILnj9sHZqmi0IKNQrgil,https://api.spotify.com/v1/audio-analysis/5wILnj9sHZqmi0IKNQrgil,5wILnj9sHZqmi0IKNQrgil
Running up That Hill,Dayne S,7fKT7JDZJvg0LhaXp9Tltw,18/02/2022,3cwl2Mnq8urylYJNCvLJdZ,7fKT7JDZJvg0LhaXp9Tltw,Deep House Relax,electronic,deep house,37i9dQZF1DX2TRYkJECvfC,44,0.542,120.988,0.835,-11.611,0.108,0.64,0.0545,0.838,0,7,307625,0.546,4,https://api.spotify.com/v1/tracks/3cwl2Mnq8urylYJNCvLJdZ,spotify:track:3cwl2Mnq8urylYJNCvLJdZ,https://api.spotify.com/v1/audio-analysis/3cwl2Mnq8urylYJNCvLJdZ,3cwl2Mnq8urylYJNCvLJdZ
Call My Name,"Franky Wah, Rae Morris",2AATjcwyMv4RDwKvXZyBn4,01/08/2023,4vI94CkCfDXotFMcSPujvK,2AATjcwyMv4RDwKvXZyBn4,Deep House Relax,electronic,deep house,37i9dQZF1DX2TRYkJECvfC,44,0.791,123.986,0.534,-6.288,0.244,0.17,0.0291,0.268,1,1,265265,0.038,3,https://api.spotify.com/v1/tracks/4vI94CkCfDXotFMcSPujvK,spotify:track:4vI94CkCfDXotFMcSPujvK,https://api.spotify.com/v1/audio-analysis/4vI94CkCfDXotFMcSPujvK,4vI94CkCfDXotFMcSPujvK
Cynnes,il:lo,1gBWP6CbeIFWedMHaR5FJ4,24/03/2023,6EjqmQ7tyQUIOYo4jXDiX9,1gBWP6CbeIFWedMHaR5FJ4,Deep House Relax,electronic,deep house,37i9dQZF1DX2TRYkJECvfC,43,0.657,114.002,0.615,-9.864,0.0892,0.525,0.0287,0.859,1,4,324333,0.599,4,https://api.spotify.com/v1/tracks/6EjqmQ7tyQUIOYo4jXDiX9,spotify:track:6EjqmQ7tyQUIOYo4jXDiX9,https://api.spotify.com/v1/audio-analysis/6EjqmQ7tyQUIOYo4jXDiX9,6EjqmQ7tyQUIOYo4jXDiX9
